Store;Date;Weekly_Sales;Holiday_Flag;Temperature;Fuel_Price;CPI;Unemployment;Product Name;Final Price;Brand;Categories
1;07.09.2012;1661767.33;1;83.96;3.73;222.4390153;6.908;Golden Krust Jamaican Jerk Style Chicken Patty 1 Count, 5oz (Frozen);1.24;Golden Krust;"[""Food"",""Frozen Foods"",""Frozen Appetizers & Snacks"",""Frozen Sandwiches""]"
1;11.02.2011;1649614.93;1;36.39;3.022;212.9367046;7.742;HOBIBEAR Kids Sneakers for Boys Running Shoes Lightweight Sport;23.99;Hobibear;"[""Clothing"",""Shoes"",""Kids Shoes"",""Boys Shoes"",""Boys Sneakers"",""Boys Athletic Shoes""]"
1;30.03.2012;1649604.63;0;67.61;3.845;221.3610119;7.348;LifeStride Womens Deja Vu Skimmers - Medium & Wide Width;38.99;LifeStride;"[""Clothing"",""Shoes"",""Womens Shoes"",""Flats"",""Ballet Flats""]"
1;05.02.2010;1643690.9;0;42.31;2.572;211.0963582;8.106;Kenneth Cole Cooper Black for Men 3.4 oz EDT Spray;26.41;Kenneth Cole;"[""Beauty"",""Fragrances"",""Cologne for Men""]"
1;12.02.2010;1641957.44;1;38.51;2.548;211.2421698;8.106;Jessy Home 3-Piece Set Queen/Full Size Blue Qcean Reversible Printed 100% Polyester Bedding Set;32.99;Jessy Home;"[""Home"",""Bedding"",""Quilts""]"
1;03.02.2012;1636339.65;0;56.55;3.36;220.1720153;7.348;Bella + Canvas Unisex Jersey Short-Sleeve T-Shirt - 3001C;10.66;BELLA+CANVAS;"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Tshirts for Women"",""Tshirts for Women""]"
1;04.03.2011;1636263.41;0;59.58;3.288;213.8233327;7.742;Roaman's Women's Plus Size Three-Quarter Notch-Neck Soft Knit Tunic;30.67;Roaman's;"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Tunic Tops"",""Plus Size Tunic Tops""]"
1;03.06.2011;1635078.41;0;83.0;3.699;215.2736553;7.682;Neutrogena Healthy Skin Glow Perfector Concealer Pen, Fair, .1 oz;12.97;Neutrogena;"[""Shop with Purpose"",""Built for Better"",""For You"",""For you Health & Beauty""]"
1;03.08.2012;1631135.79;0;86.11;3.417;221.9498642;6.908;Veehoo Cooling Elevated Dog Bed, Portable Raised Pet Cot with Washable Mesh, X Large, Black Silver;44.99;Veehoo;"[""Pets"",""Dogs"",""Dog Beds"",""Outdoor Dog Beds""]"
1;07.10.2011;1630989.95;0;69.31;3.285;217.0453684;7.866;Ecetana Womens Walking Shoes Lightweight Breathable Mesh Air Cushion Sneakers;18.99;Ecetana;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Shoes""]"
1;15.06.2012;1630607.0;0;79.35;3.393;221.7626421;7.143;"BDEUS King Mattress Topper, Cooling Mattress Pad Cover, Quilted Fitted Mattress Protector with 8-21"" Deep Pocket, Soft 3D Spiral Fiber Padding for Back Pain, Soft Comfortable Breathable?Dark Blue";35.99;BDEUS;"[""Home"",""Bedding"",""Mattress Toppers & Pads"",""Mattress Pads""]"
1;06.05.2011;1629391.28;0;64.61;3.906;215.7960035;7.682;Romanstile 2 Pack Rectangle Tablecloth - Washable Table Cloth Resistance Microfiber Tablecloth Decorative Table Cover for Dining,Party,Outdoor,Tablecloths 60x84inch,Beige;16.99;Romanstile;"[""Home"",""Kitchen & Dining"",""Kitchen & Table Linens"",""Fabric Tablecloths""]"
1;01.06.2012;1624477.58;0;77.95;3.501;221.7472139;7.143;Smallshow Long Sleeve Pregnancy Shirts Tops Maternity Clothes for Women 3-Pack;35.54;Smallshow;"[""Clothing"",""Maternity Clothing"",""Maternity Tops & T-Shirts"",""Maternity T-Shirts""]"
1;05.08.2011;1624383.75;0;91.65;3.684;215.544618;7.962;Eytino Plus Size Tops V Neck T Shirts Women Short Sleeve Tops Casual Summer Tshirts Loose Fit Tee Yellow 5X;14.99;Eytino;"[""Clothing"",""Womens Plus"",""Plus Size Tops"",""Plus Size Tops""]"
1;13.04.2012;1621031.7;0;69.07;3.891;221.5102105;7.143;Mint's Colorful Life Butterfly Kite for Kids & Adults, Polyester Material Easy to Fly;13.99;Mint's Colorful Life;"[""Toys"",""Outdoor Toys"",""Sports Toys"",""Kites""]"
1;04.06.2010;1615524.71;0;80.69;2.705;211.1764278;7.808;4th of July Womenís Lounger Sleepshirt by Way To Celebrate, Sizes S to 3X;6.09;Way To Celebrate;"[""Clothing"",""Womens Clothing"",""Womens Pajamas & Loungewear"",""Womens Nightshirts & Gowns""]"
1;08.04.2011;1614259.35;0;67.84;3.622;215.0743939;7.682;"Athletic Works Men's and Big Men's 9"" Knit Jersey Shorts, Sizes S-3XL";9.98;Athletic Works;"[""Clothing"",""Mens Clothing"",""Mens Shorts"",""Mens Workout Shorts""]"
1;19.02.2010;1611968.17;0;39.93;2.514;211.2891429;8.106;LifeStride Womens Charlotte Strappy Dress Sandals - Medium & Wide Width;39.99;LifeStride;"[""Clothing"",""Shoes"",""Womens Shoes"",""Heels"",""Stilettos""]"
1;11.05.2012;1611096.05;0;73.77;3.688;221.7256632;7.143;Unisex CVC Jersey Tee;8.37;BELLA + CANVAS;"[""Clothing"",""Mens Clothing"",""Mens Shirts"",""Mens T-Shirts""]"
1;04.02.2011;1606629.58;0;42.27;2.989;212.5668812;7.742;SOUL Naturalizer Womens Neela Lace Up Sneakers - Medium & Wide Width;69.99;SOUL Naturalizer;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Casual Shoes""]"
1;06.08.2010;1605491.78;0;87.16;2.627;211.5046621;7.787;Asklazy Women's Boho Tops Floral V Neck 3/4 Sleeve Cold Shoulder Blouse Shirts,US Size,Royal Blue,XL;10.99;Asklazy;"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Womens Blouses"",""Womens Blouses""]"
1;13.05.2011;1604775.58;0;75.64;3.899;215.9640526;7.682;Zbar - Chocolate Chip and Iced Oatmeal Cookie - Variety Pack - Soft Baked Whole Grain Snack Bars - USDA Organic - Non-GMO - Plant-Based - 1.27 oz. (24 Count);19.98;ZBAR;"[""Food"",""Pantry"",""Back to routines"",""Lunchbox favorites""]"
1;07.05.2010;1603955.12;0;72.55;2.835;210.3399684;7.808;Mint's Colorful Life Butterfly Kite for Kids & Adults, Polyester Material Easy to Fly;13.99;Mint's Colorful Life;"[""Toys"",""Outdoor Toys"",""Sports Toys"",""Kites""]"
1;17.08.2012;1597868.05;0;84.85;3.571;222.0384109;6.908;"Gloria Vanderbilt Women's High Rise Slender Series Tummy Sculpt Culottes Jeans, 23"" Inseam";19.22;Gloria Vanderbilt;"[""Clothing"",""Womens Clothing"",""Womens Jeans"",""Womens Cropped Jeans""]"
1;18.05.2012;1595901.87;0;70.33;3.63;221.742674;7.143;MERITLIFE Waterproof Mattress Pads, Full;39.99;MERITLIFE;"[""Home"",""Bedding"",""Mattress Toppers & Pads"",""Pillow Top Mattress Toppers""]"
1;02.04.2010;1594968.28;0;62.27;2.719;210.8204499;7.808;Womens Jeans Deep Relaxed-Fit Side Elastic Stretch 12;50.27;Lee;"[""Clothing"",""Young Adult"",""Young Adult Clothing"",""Young Adult Clothing""]"
1;11.11.2011;1594938.89;0;59.11;3.297;217.9980849;7.866;Cute Teen Girl Teen Girls's Distressed Torn Plus Size Skinny Jeans Light Blue Wash Plus Size 20;14.99;YDX;"[""Clothing"",""Juniors"",""Juniors Jeans"",""Juniors Jeans""]"
1;10.08.2012;1592409.97;0;85.05;3.494;221.9584329;6.908;ellos Women's Plus Size Smocked Waist Midi Dress - 14, Beige Rust Ditsy Floral;43.79;Ellos;"[""Clothing"",""Womens Plus"",""Plus Size Dresses"",""Plus Size Dresses""]"
1;10.06.2011;1588948.32;0;83.13;3.648;215.0435229;7.682;UZZI Kids Swim Shorts Fast Dry Fun Print, Aqua Boat, Size: 8-10, Uzzi Active Wear;14.99;UZZI;"[""Clothing"",""Kids Clothing"",""Boys Clothing"",""Boys Swimsuits"",""Boys Swim Trunks""]"
1;02.12.2011;1584083.95;0;48.91;3.172;218.7147333;7.866;Menís Multivitamin by Super Nutrition - Vitamin & Mineral Blend with Supporting Herbs & Whole Foods - Energy & Immune Support - Gluten Free, Non-GMO - 30 Chewable Tablets - Wild Berry;8.15;Super Nutrition;"[""Health and Medicine"",""Vitamins and Supplements"",""Multivitamins"",""Men's Multivitamins""]"
1;31.08.2012;1582083.4;0;80.49;3.638;222.3054805;6.908;Saucony Jazz Kid's Easy On/Off Sneaker, Sizes 4-12;34.84;Saucony;"[""Clothing"",""Shoes"",""Kids Shoes"",""Boys Shoes"",""Boys Sneakers"",""Boys Athletic Shoes""]"
1;18.03.2011;1576818.06;0;62.76;3.488;214.3627114;7.742;Inadays Mens Swim Trunks with Compression Liner Quick Dry Sports Beach Shorts for Men Swimming Board Shorts Bathing Suits with Pockets Swimwear Surfing S to XL, Black and Green;14.99;Inadays;"[""Clothing"",""Mens Clothing"",""Mens Swimwear"",""Mens Swimwear""]"
1;12.10.2012;1573072.81;0;62.99;3.601;223.3812965;6.573;StarBay Women's Graphic Print Comfort Platform Wedges in Tan;7.99;Starbay;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Shoes""]"
1;22.04.2011;1564819.81;0;72.99;3.807;215.4599053;7.682;PatPat Floral Girl Dress Toddler Girl Clothes 2pcs Kid Sleeveless Dress and Short Sleeve Ruffled Cardigan Outfits Set, Ginger, 4-5 Years;13.99;PatPat;"[""Clothing"",""Kids Clothing"",""Toddler Clothing"",""Toddler Girls (12M-5T) Clothing"",""Toddler Girls Outfit Sets""]"
1;15.04.2011;1559889.0;0;71.27;3.743;215.2918561;7.682;Fantaslook Sweatshirt for Women Long Sleeve Shirts Tunic Tops Color Block Crewneck Sweatshirts Side Split;17.99;Fantaslook;"[""Clothing"",""Young Adult"",""Young Adult Clothing"",""Young Adult Sweatshirts & Hoodies""]"
1;25.05.2012;1555444.55;0;77.22;3.561;221.744944;7.143;Zenana Women & Plus Relaxed Fit Scoop Neck Sleeveless Round Hem Blouse Tank Top;16.19;Zenana;"[""Clothing"",""Womens Plus"",""Plus Size Activewear"",""Plus Size Activewear""]"
1;05.03.2010;1554806.68;0;46.5;2.625;211.3501429;8.106;Abcnature Women Leggings Shorts, Butt Lift Scrunch Textured Leggings Workout Shorts, Basic Slip Bike Shorts, High Waist Tummy Control Yoga Shorts Running Shorts Green 3XL;4.39;Abcnature;"[""Clothing"",""Womens Clothing"",""Womens Activewear"",""Womens Workout Bottoms"",""Womens Athletic Shorts""]"
1;11.03.2011;1553191.63;0;53.56;3.459;214.1110564;7.742;"WestinTrends Malibu 7 Piece Adirondack Outdoor Dining Set, All Weather Poly Lumber Patio Table and Chairs Furniture Set, 71"" Trestle Dining Table and 6 Adirondack Dining Chair, Turquoise";1685.99;WestinTrends;"[""Patio & Garden"",""Patio Furniture"",""Patio Sets"",""Patio Dining Sets"",""7 Piece Patio Dining Set""]"
1;05.11.2010;1551659.28;0;58.74;2.689;211.9563939;7.838;No Boundaries Flare Pants, 2-Pack, Womenís and Womenís Plus;8.89;No Boundaries;"[""Clothing"",""Juniors"",""Juniors Activewear"",""Juniors Activewear""]"
1;06.01.2012;1550369.92;0;49.01;3.157;219.7142581;7.348;CPOKRTWSO Women's Plus Size Tops 3/4 Sleeve Shirts Dressy Casual V Neck Tunic Blouse (M-4XL);11.49;CPOKRTWSO;"[""Clothing"",""Womens Clothing"",""Womens Workwear"",""Womens Workwear Blouses""]"
1;02.09.2011;1550229.22;0;87.83;3.533;215.7971409;7.962;Men's Batman Logo Vintage  Graphic Tee Athletic Heather X Large;14.99;Batman;"[""Clothing"",""Mens Clothing"",""Mens Shirts"",""Mens Graphic Tees""]"
1;03.12.2010;1548033.78;0;49.27;2.708;211.607193;7.838;Wonder Nation Toddler Short-Sleeve Long Pants Snug-Fit Cotton Pajama Set, 2-Piece, Sizes 12M-5T;6.98;Wonder Nation;"[""Clothing"",""Kids Clothing"",""Boys Clothing"",""Boys Pajamas"",""Boys Pajama Sets""]"
1;09.07.2010;1546074.18;0;80.48;2.642;211.108414;7.787;Sanmadrola 100% Double-Sided Waterproof Dog Bed Cover Pet Blanket Sofa Couch Furniture Protector for Kids Children Dog Cat, Reversible Green 82''x102'';44.99;SANMADROLA;"[""Home"",""Decor"",""Slipcovers"",""Couch Covers""]"
1;09.04.2010;1545418.53;0;65.86;2.77;210.6228574;7.808;All Season Camel 3 Piece Twin Size Down Alternative Comforter Set with Corner Tabs;29.99;HIG;"[""Home"",""Bedding"",""Comforters"",""Comforter Sets""]"
1;11.06.2010;1542561.09;0;80.43;2.668;211.4560951;7.808;No Boundaries Cotton Boyshort Panty, Sizes XS-XXXL;3.0;No Boundaries;"[""Clothing"",""Womens Clothing"",""Womens Bras, Panties & Lingerie"",""Womens Panties"",""Boy Shorts""]"
1;25.03.2011;1541102.38;0;69.97;3.473;214.5999389;7.742;Baby Dove Eczema Care Soothing Cream for Newborn's Sensitive Skin, 5.1 oz;9.97;Baby Dove;"[""Baby"",""Health & Safety"",""Baby Medicine Cabinet"",""Baby Itching & Rash Treatments""]"
1;09.09.2011;1540471.24;1;76.0;3.546;215.861056;7.962;TheLovely Womens & Plus Stretch Cotton Fold-Over High Waist Bootcut Workout Flared Yoga Pants;30.99;TheLovely;"[""Clothing"",""Womens Clothing"",""Womens Activewear"",""Womens Workout Bottoms"",""Womens Workout Bottoms""]"
1;29.06.2012;1540421.49;0;84.88;3.286;221.8434;7.143;Giani Bernini Womens Velma Faux Leather Memory Foam Mary Jane Heels;33.99;Giani Bernini;"[""Clothing"",""Shoes"",""Womens Shoes"",""Heels"",""High Heels""]"
1;03.09.2010;1540163.53;0;81.21;2.577;211.5312479;7.787;Women Short Sleeve Crossed Surplice Button Tops;14.99;SLADYGLO;"[""Clothing"",""Womens Clothing"",""Womens Sweatshirts & Hoodies"",""Womens Hoodies"",""Womens Hoodies""]"
1;18.11.2011;1539483.7;0;62.25;3.308;218.2205088;7.866;HOBIBEAR Barefoot Minimalist Shoes Womens Mens | Zero Drop | Wide Width Fashion Sneaker Wine red,7 Wide Women/6 Wide Men;28.99;Hobibear;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Sneakers"",""Womens Sneakers""]"
1;24.02.2012;1539387.83;0;57.25;3.555;220.636902;7.348;ALANDA Cooling Pillowcases, 2 Pack King Size Pillowcases Ultra Cool Pillow Cases with Stretch Japanese Q-max 0.55 Arc-Chill Cooling Fiber for Hair Skin Night Sweat Hot Sleeper - Gray;17.99;Alanda;"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Pillowcases""]"
1;08.07.2011;1534849.64;0;85.83;3.48;215.2771754;7.962;Muk Luks Soft Knit Matching Family Pajama Set , Black/Red Check, P/1X;24.99;MUK LUKS;"[""Clothing"",""Christmas Pajamas"",""Plaid Pajamas""]"
1;17.06.2011;1532114.86;0;86.41;3.637;214.9980596;7.682;CHAMPRO Bootleg 2 Integrated Poly/Spandex Football Game Pants, Adult 2X-Large, Royal;27.95;CHAMPRO;"[""Sports & Outdoors"",""Sports"",""Football Gear & Equipment"",""Football Clothing"",""Football Pants""]"
1;19.08.2011;1530761.43;0;89.94;3.554;215.6693107;7.962;Neutrogena Healthy Skin Glow Perfector Concealer Pen, Fair, .1 oz;12.97;Neutrogena;"[""Shop with Purpose"",""Built for Better"",""For You"",""For you Health & Beauty""]"
1;22.06.2012;1527845.81;0;78.39;3.346;221.8030211;7.143;Sofra Women & Plus Cotton High Waist Full Length Cotton Workout Leggings (Burgundy/Olive, S);17.7;Sofra;"[""Clothing"",""Womens Clothing"",""Womens Activewear"",""Womens Workout Bottoms"",""Workout Leggings""]"
1;13.07.2012;1527014.04;0;77.12;3.256;221.9241579;6.908;Comfortview Addi Bootie Short Ankle Boot Women's Winter Shoes (Wide Widths Available);56.69;Comfortview;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Booties""]"
1;12.08.2011;1525147.09;0;90.76;3.638;215.6057878;7.962;MINTREUS Ribbed Women's Loose Harem Pants Casual Elastic Waisted Tapered Pants with Big Pocket Baggy Trousers;22.99;MINTREUS;"[""Clothing"",""Womens Clothing"",""Womens Pants"",""Womens Pants""]"
1;20.04.2012;1521577.87;0;66.76;3.877;221.5640737;7.143;Men's Tiger Striped Reflective Tape Track Suits 2 Piece Sweatsuit Set ST576 - Neon Yellow - Large;37.95;G-Style USA;"[""Clothing"",""Mens Clothing"",""Mens Workout Clothing"",""Mens Workout Clothing""]"
1;14.09.2012;1517428.87;0;74.97;3.717;222.5820193;6.908;California Design Den Full Fitted Sheet Only, Softest 400 Thread Count 100% Cotton Sateen, Deep Pocket, All-Around Elastic, Side Indicators - Creamy White;29.99;California Design Den;"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Cotton Sheets""]"
1;16.09.2011;1514259.78;0;79.94;3.526;216.0410526;7.962;"SAFAVIEH Madison Christabella Abstract Runner Rug, Grey/Orange, 2'2"" x 22'";88.98;Safavieh;"[""Home"",""Decor"",""Rugs"",""Runner Rugs"",""All Runner Rugs""]"
1;20.08.2010;1513080.49;0;86.65;2.664;211.6033633;7.787;Anygrew Womens Tops 2023 Summer Blouses V Neck Batwing Sleeve Tops Tie Knot Chiffon Button Down Casual Blouse;14.96;Anygrew;"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Womens Blouses"",""Womens Blouses""]"
1;23.03.2012;1511068.07;0;65.93;3.787;221.2864126;7.348;Marvel Avengers Boys T-Shirts - Captain America, Spider-Man, Iron Man, Hulk (2T-6);14.98;Marvel;"[""Clothing"",""Kids Clothing"",""Boys Clothing"",""Boys Shirts"",""Boys Tshirts""]"
1;08.10.2010;1508239.93;0;63.93;2.633;211.7467544;7.838;Zenana Women & Plus Size Smocked Waist Lightweight Casual Athletic Lounge Comfy Shorts;16.19;Zenana;"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Womens Blouses"",""Womens Blouses""]"
1;13.08.2010;1508237.76;0;87.0;2.692;211.6394211;7.787;Fofosbeauty 24pcs Press on False Nails Tips, Short Coffin Fake Nails, Short coffin Sweet & Clear Flower;3.99;Fofosbeauty;"[""Beauty"",""Makeup"",""Nails""]"
1;19.10.2012;1508068.77;0;67.97;3.594;223.4257233;6.573;Nlife Women Bohemian 3/4 Sleeve V Neck Floral Print Shirt;17.99;NFTOEIULA;"[""Clothing"",""Womens Clothing"",""Womens Dresses"",""Midi Dresses""]"
1;10.09.2010;1507460.69;1;78.69;2.565;211.4951902;7.787;Bella Vita Nadette II Espadrille Wedge Sling Back Sandals (Women);41.99;Bella Vita;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Sandals"",""Womens Espadrille Sandals""]"
1;21.09.2012;1506126.06;0;69.87;3.721;222.7818386;6.908;New York & Company Men's Tyler Wingtip Oxford;10.4;New York & Company;"[""Clothing"",""Shoes"",""Mens Shoes"",""Mens Oxfords Shoes""]"
1;18.06.2010;1503284.06;0;84.11;2.637;211.4537719;7.808;Little Debbie Nutty Bars Ice Cream Bars, 12 fl oz, 4 Count;3.97;Little Debbie;"[""Food"",""Frozen Foods"",""Ice Cream & Novelties"",""Ice Cream Bars""]"
1;21.10.2011;1502562.78;0;63.71;3.353;217.5159762;7.866;Zenana Women & Plus Basic Cotton Relaxed Fit V-Neck Long Sleeve Plain Active Casual T-ShirtTop(S-3X);15.29;Zenana;"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Tshirts for Women"",""Plus Size Tshirts""]"
1;20.07.2012;1497954.76;0;80.42;3.311;221.9327267;6.908;Asklazy Women's Turtleneck Oversized Sweaters Batwing Long Sleeve Pullover Loose Chunky Knit Jumper;41.99;Asklazy;"[""Clothing"",""Womens Clothing"",""Womens Sweaters"",""Womens Turtleneck Sweaters""]"
1;30.12.2011;1497462.72;1;44.55;3.129;219.5359898;7.866;Jessica London Women's Plus Size Elastic Waist Cotton Flowing Maxi Crinkled Skirt;52.69;Jessica London;"[""Clothing"",""Womens Plus"",""Womens Plus Skirts""]"
1;01.04.2011;1495064.75;0;59.17;3.524;214.8371664;7.682;TheLovely Women & Plus Sleeveless Mock-TurtleNeck Pleated Top with Waistband;17.09;TheLovely;"[""Party & Occasions"",""Halloween"",""Halloween Themed Clothing""]"
1;12.11.2010;1494479.49;0;59.61;2.728;212.003944;7.838;Zampa Portable Foldable Pet playpen For Large Dogs, Small Puppies & Cats, Water resistant;84.99;Zampa;"[""Pets"",""Dogs"",""Dog Kennels"",""All Dog Kennels""]"
1;14.05.2010;1494251.5;0;74.78;2.854;210.3374261;7.808;Asklazy Women's Boho Tops Floral V Neck 3/4 Sleeve Cold Shoulder Blouse Shirts,US Size,Royal Blue,XL;10.99;Asklazy;"[""Clothing"",""Womens Clothing"",""Womens Tops"",""Womens Blouses"",""Womens Blouses""]"
1;24.08.2012;1494122.38;0;77.66;3.62;222.1719457;6.908;Vionic Womens Alvana Leather Thong Slide Sandals;66.99;Vionic;"[""Clothing"",""Shoes"",""Womens Shoes"",""Womens Sandals"",""Womens Slides""]"
1;26.10.2012;1493659.74;0;69.16;3.506;223.4442513;6.573;NELEUS Womens Long Sleeve Shirt With Thumb Hole for Workout Yoga Running Quick-Drying,Black+Pink+White,US Size XL;36.98;NELEUS;"[""Clothing"",""Womens Clothing"",""Womens Activewear"",""Womens Workout Tops"",""Womens Workout Shirts""]"
1;14.10.2011;1493525.93;0;71.74;3.274;217.3552733;7.866;OLD BAY Gluten Free Classic Seafood Seasoning, 6 oz Can;4.43;Old Bay;"[""Food"",""Pantry"",""Herbs, spices & seasoning mixes"",""Seasoning mixes & blends"",""Seasoning mixes & blends""]"
1;02.07.2010;1492418.14;0;80.91;2.669;211.2235333;7.787;Amay 100% Cotton 600-Thread Count 4-PCs Sheet Set Easily Fit upto 24 Inch Deep Pockets Solid Pattern ( RV Short Queen, Ivory );88.19;Amay's;"[""Home"",""Bedding"",""Bed Sheets & Pillowcases"",""Sateen Sheets""]"
