Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,PRODUCT_NAME,DEPARTMENT,CATEGORY,SKU,SELLER,BRAND,PRICE_CURRENT,PRICE_RETAIL,REVIEW_COUNT,REVIEW_RATING,RunDate
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,"Neutrogena Clear Pore 2-in-1 Facial Cleanser & Clay Mask, 4.2 fl. oz",Skin Care,Face Masks,10849684,Walmart.com,Neutrogena,6.77,6.77,1082,4.3,2022-03-20 03:01:11
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,"SpaLife Fabulous Fruit Sheet Facial Mask Collection, 0.81 oz, 12 Pack",Skin Care,Face Masks,798320170,My Spa Life LLC,SpaLife,12.99,25.98,1,5.0,2022-03-20 03:01:11
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,"Hawwwy 24k Gold Eye Masks Collagen Under Eye Pads for Dark Circles, Puffy Eyes and Wrinkles",Skin Care,Face Masks,283038442,RGA HAWWWY LLC,Hawwwy,12.99,12.99,13,4.5,2022-03-20 03:01:11
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,Freeman Feeling Beautiful Facial Peel-Off Mask Cucumber 6 oz,Skin Care,Face Masks,209091241,Pharmapacks,Freeman,7.54,7.54,47,4.3,2022-03-20 03:01:11
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,"Celavi Beauty & Cosmetics Collagen Facial Face Sheet Mask, 0.74 oz, 12 Count",Skin Care,Face Masks,461180764,"No.1 Beauty & Cosmetic, Inc.",Celavi Beauty & Cosmetics,12.99,12.99,9,3.7,2022-03-20 03:01:11
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,"Equate Beauty Charcoal Pore Strips for Nose & Face Combo Pack, 14 count",Skin Care,Face Masks,120248993,Walmart.com,Equate,5.12,5.12,108,3.4,2022-03-20 03:01:11
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,Pretty Animalz Panda Calming Sheet Mask - 1 Mask / 21 ml / 0.71 US fl Oz.,Skin Care,Face Masks,706592151,Walmart.com,Pretty Animalz,4.92,5.48,0,0.0,2022-03-20 03:01:11
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,"Yes To Tomatoes Detoxifying Bubbling Paper Mask, 0.67 fl oz",Skin Care,Face Masks,642113111,Walmart.com,Yes To,3.98,3.98,8,4.3,2022-03-20 03:01:11
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,Under Eye Patches Gold Eye Mask Anti-Aging Hyaluronic Acid,Skin Care,Face Masks,797634857,S Pride Group,SWISSOKOLAB,13.97,13.97,13,4.5,2022-03-20 03:01:11
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,Laneige Water Sleeping Mask EX 15 mL (6-PACK) Travel Size,Skin Care,Face Masks,683204826,BeautyPOP,Laneige,13.65,13.65,12,4.3,2022-03-20 03:01:11
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,"Olay Hydrating Overnight Gel Face Mask with Vitamin E, 50 mL",Skin Care,Face Masks,286428042,Always-Quality,Olay,13.52,13.52,141,4.5,2022-03-20 03:01:11
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,Face Lift Double Chin Reducer Slim Shape and Firming Mask. Lipo Applicator (5 Masks),Skin Care,Face Masks,788172859,MedactiveUSA corp,MedAcitve,23.77,23.77,80,4.5,2022-03-20 03:01:11
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,SheaMoisture Mud Mask Packette African Black Soap 0.5 oz,Skin Care,Face Masks,52509272,Walmart.com,SheaMoisture,2.48,2.48,35,3.9,2022-03-20 03:01:11
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,"SheaMoisture African Black Soap Clarifying Mud Mask, 4 oz",Skin Care,Face Masks,50104001,Walmart.com,SheaMoisture,11.97,11.97,72,3.8,2022-03-20 03:01:11
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,"Olay 2-Step Kit, Vitamin C Mask 2.2 oz, AHA Resurfacing Peel 2 fl oz",Skin Care,Face Masks,959493211,NBO LLC,Olay,37.44,37.44,239,4.6,2022-03-20 03:01:11
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,"($75 Value) Peter Thomas Roth 24K Gold Pure Luxury Lift & Firm Hydra-Gel Eye Patches, 60 Ct",Skin Care,Face Masks,185423622,LuxMarket,Peter Thomas Roth,48.0,48.0,84,4.2,2022-03-20 03:01:11
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,"Peter Thomas Roth Pumpkin Enzyme Face Mask, 5 oz",Skin Care,Face Masks,135990022,Union Square Limited,Peter Thomas Roth,33.1,60.0,147,4.8,2022-03-20 03:01:11
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,"L'Oreal Paris Revitalift Triple Power Intensive Anti-Aging Night Face Mask, 1.7 oz",Skin Care,Face Masks,34208870,Walmart.com,L'Oreal Paris,15.0,21.78,163,4.1,2022-03-20 03:01:11
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,"($36 Value) IMAGE Skincare Vital C Hydrating Enzyme Cream Hyaluronic Acid Facial Mask, 2 oz",Skin Care,Face Masks,120487803,LuxMarket,Image Skin Care,20.99,36.0,23,5.0,2022-03-20 03:01:11
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,"($36 Value) IMAGE Skincare Ageless Total Resurfacing Cream Salicylic Acid Facial Mask, 2 oz",Skin Care,Face Masks,159132473,LuxMarket,Image Skin Care,22.99,26.99,25,4.4,2022-03-20 03:01:11
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,Laneige Water Sleeping Face Mask 70 ml,Skin Care,Face Masks,643404063,Premium Supplies Limited,Laneige,17.49,17.49,19,4.5,2022-03-20 03:01:11
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,"Masque Bar Pretty Animalz Unicorn Sheet Mask, 0.71 fl oz",Skin Care,Face Masks,436330920,Walmart.com,Masque Bar,3.97,3.97,10,4.3,2022-03-20 03:01:11
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,"SheaMoisture Clarifying Mud Mask African Black Soap, 6 oz",Skin Care,Face Masks,195268900,Walmart.com,SheaMoisture,14.97,14.97,2107,4.4,2022-03-20 03:01:11
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,"Freeman Feelings Beautiful Cucumber Facial Peel-Off Mask, 6.0 FL OZ",Skin Care,Face Masks,11027765,Pharmapacks,Freeman,7.3,7.3,880,4.2,2022-03-20 03:01:11
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,QUEEN HELENE Masque Mint Julep 8 oz,Skin Care,Face Masks,26960072,HerbsPro,Queen Helene,10.3,10.3,96,4.5,2022-03-20 03:01:11
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,"QUEEN HELENE Mint Julep Masque, 12 oz",Skin Care,Face Masks,805927947,Pharmapacks,Queen Helene,9.26,9.26,16,4.5,2022-03-20 03:01:11
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,Freeman Beauty Micro-Darts Pro - Forehead Smooth Lines & Wrinkle Reduction + Facial Moisturizing Hyaluronic Acid & Peptides,Skin Care,Face Masks,332180896,Walmart.com,Freeman,5.99,5.99,61,4.0,2022-03-20 03:01:11
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,Laneige Lip Sleeping Mask Berry 3g (4-PACK) Travel Size,Skin Care,Face Masks,901604449,BeautyPOP,Laneige,16.95,24.0,17,4.0,2022-03-20 03:01:11
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,Vivo Per Lei 24K Gold Collagen Peel Off Facial Mask 150g/5.3oz,Skin Care,Face Masks,852771907,Sales Direct,Vivo Per Lei,12.99,12.99,1,3.0,2022-03-20 03:01:11
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,"($52 Value) Peter Thomas Roth Therapeutic Sulfur Acne-treatment Sulfur Facial Mask, 5 oz",Skin Care,Face Masks,100536942,Walmart.com,Peter Thomas Roth,30.0,52.0,99,4.5,2022-03-20 03:01:11
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,"Blackhead Remover Mask, Blackhead Peel Off Mask, Black Face Mask by White Naturals, Charcoal Facial Mask For Deep Cleaning, Clear & Smooth Skin, Purifying &Detoxifying, Unclog Pores for Face & Nose",Skin Care,Face Masks,604424774,www.whitenaturals.com,White Naturals,6.95,6.95,11,3.0,2022-03-20 03:01:11
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,"Burt's Bees Detoxifying Charcoal Sheet Mask Single Use Sheet, 1 ct",Skin Care,Face Masks,245267627,Walmart.com,Burt's Bees,3.07,3.07,67,4.0,2022-03-20 03:01:11
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,Facial Skin Care Mask - Oseque True Noble Soil Layering Mask (29ml10pcs) - Korean Beauty Face Mask,Skin Care,Face Masks,463453596,Stacy Lash Store,OSEQUE,19.99,19.99,3,5.0,2022-03-20 03:01:11
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,"($80 Value) Peter Thomas Roth 24K Gold Mask Anti-aging Cream Caffeine Facial Mask, 5 fl oz",Skin Care,Face Masks,113407620,Walmart.com,Peter Thomas Roth,43.99,80.0,69,4.6,2022-03-20 03:01:11
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,"Peter Thomas Roth Cucumber Gel Face Mask, 5 fl oz",Skin Care,Face Masks,52069074,LuxMarket,Peter Thomas Roth,30.99,30.99,112,4.5,2022-03-20 03:01:11
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,"($75 Value) IMAGE Skincare Ageless Total Overnight Retinol Facial Mask, 1.7 oz",Skin Care,Face Masks,919209354,LuxMarket,Image Skin Care,38.99,49.9,11,4.1,2022-03-20 03:01:11
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,"Differin Detox + Soothe 2-Step Treatment Clay Face Mask, 1.75 oz",Skin Care,Face Masks,612660187,Walmart.com,Differin,16.99,16.99,102,4.8,2022-03-20 03:01:11
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,Naisture 15 Minutes Mask Assorted Face Sheet Mask Pack 10pc,Skin Care,Face Masks,680007545,Weekend Glow,Naisture,9.95,9.95,22,3.9,2022-03-20 03:01:11
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,($48 Value) Peter Thomas Roth Cucumber De Tox Hydra Gel Eye Patches 60 pcs,Skin Care,Face Masks,131001586,Walmart.com,Peter Thomas Roth,35.0,52.0,83,4.1,2022-03-20 03:01:11
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,Pretty Animalz Flamingo Hydrating Sheet Mask - 1 Mask,Skin Care,Face Masks,423534212,Walmart.com,Pretty Animalz,3.97,3.97,0,0.0,2022-03-20 03:01:11
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,"Hot and Cold Therapy Gel Bead Full Facial Mask by FOMI Care | Ice Face Mask for Migraine Headache, Stress Relief | Reduces Eye Puffiness, Dark Circles | Fabric Back | Freezable, Microwaveable",Skin Care,Face Masks,197836122,FOMI,Fomi,15.95,15.95,11,3.6,2022-03-20 03:01:11
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,"Yes To Cucumber Soothing Cooling Jelly Mask, 3 fl oz",Skin Care,Face Masks,532157572,Walmart.com,Yes To,12.98,12.98,2,4.0,2022-03-20 03:01:11
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,MULTANI MITTI CLAY ORGANIC FACE MASK FULLERS EARTH DETOX SKIN TREATMENT 8 OZ,Skin Care,Face Masks,478663707,H&B OILS CENTER Co.,H&B Oils Center,6.99,6.99,0,0.0,2022-03-20 03:01:11
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,Pretty Animalz Shark Sheet Mask,Skin Care,Face Masks,513180470,Walmart.com,Masque Bar,3.97,3.97,9,4.4,2022-03-20 03:01:11
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,"Garnier SkinActive Super Hydrating Sheet Mask, Soothing, 1.08 fl oz",Skin Care,Face Masks,116724293,Walmart.com,Garnier,2.49,2.49,340,4.0,2022-03-20 03:01:11
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,40 Pcs 24K Gold Crystal Collagen Eye Mask Dark Circle Eye Bags Patches,Skin Care,Face Masks,579906914,Shanghailiangkunshiyeyouxiangongsi,Pilaten,13.99,13.99,20,4.4,2022-03-20 03:01:11
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,"Biore Charcoal Instant Warming Wash-Off Clay Mask, 0.25 fl oz 4 ct",Skin Care,Face Masks,34480568,RSB Sales Group,Bior,9.99,9.99,4749,4.3,2022-03-20 03:01:11
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,"AsaVea Purifying Black Peel off Charcoal Mask for All Skin Type, 2.7 fl oz",Skin Care,Face Masks,290996028,EMStore,AsaVea,11.99,14.69,9,4.2,2022-03-20 03:01:11
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,"Burts Bees Hydrating Overnight Mask, 2.5 fl oz",Skin Care,Face Masks,589903971,Walmart.com,Burt's Bees,12.72,21.34,43,4.7,2022-03-20 03:01:11
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,"SheaMoisture African Black Soap Clarifying Mud Mask, 4 oz",Skin Care,Face Masks,50104001,Walmart.com,SheaMoisture,11.97,11.97,72,3.8,2022-03-20 03:01:11
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,"SheaMoisture Clarifying Mud Mask African Black Soap, 6 oz",Skin Care,Face Masks,195268900,Walmart.com,SheaMoisture,14.97,14.97,2107,4.4,2022-03-20 03:01:11
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,Under Eye Mask Rose Gold Eye Mask Anti-Aging Hyaluronic Acid 24k Gold Eye Patches Under Eye Pads for Moisturizing & Reducing Dark Circles Puffiness Wrinkles,Skin Care,Face Masks,387308765,S Pride Group,SWISSOKOLAB,13.97,13.97,0,0.0,2022-03-20 03:01:11
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,Food Grade Sodium Bentonite Clay - Powder - 1 Pound,Skin Care,Face Masks,640336086,Belle Chemical LLC,Belle Chemical,9.99,9.99,3,4.7,2022-03-20 03:01:11
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,"Freeman Feeling Beautiful Charcoal And Black Sugar Mud Mask, Normal And Combo, 6 oz",Skin Care,Face Masks,198473006,Soymedical.com,Freeman Feeling Beautyful,9.58,9.58,1047,4.3,2022-03-20 03:01:11
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,Rospital - Pediatric with Tubing and Jar - Pack of 2 Mask (P/N ROSC02),Skin Care,Face Masks,839745372,BM Global Supply Corporation,Rospital,9.99,9.99,1,5.0,2022-03-20 03:01:11
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,"AZURE Hemp & Rose Nourishing Under Eye Mask Patches - Moisturizing, Toning, Rejuvenating | Reduces Fine Lines, Wrinkles, Under Eye Bags & Dry Skin - 5 Pairs",Skin Care,Face Masks,577209146,Azure Skincare,Azure Skincare,7.97,7.97,1,5.0,2022-03-20 03:01:11
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,Freeman Facial Mask Sweet Tea & Lemon Peel Away 6 oz.,Skin Care,Face Masks,155932901,Vitabox,Freeman,7.96,7.96,3,2.3,2022-03-20 03:01:11
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,"Freeman Feeling Beautiful Rejuvenating Clay Mask, Cucumber + Pink Salt 6 oz",Skin Care,Face Masks,806203129,Pharmapacks,Freeman,7.49,7.49,1212,4.3,2022-03-20 03:01:11
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,"Burts Bees Detoxifying Clay Mask, 2.5 oz",Skin Care,Face Masks,147736057,Walmart.com,Burt's Bees,12.74,21.34,32,4.6,2022-03-20 03:01:11
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,"Burt's Bees Detoxifying Charcoal Sheet Mask Single Use Sheet, 1 ct",Skin Care,Face Masks,245267627,Walmart.com,Burt's Bees,3.07,3.07,67,4.0,2022-03-20 03:01:11
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,Facial Skin Care Mask - Oseque True Noble Soil Layering Mask (29ml10pcs) - Korean Beauty Face Mask,Skin Care,Face Masks,463453596,Stacy Lash Store,OSEQUE,19.99,19.99,3,5.0,2022-03-20 03:01:11
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,"Advanced Clinicals Activated Charcoal Peel-Off Face Mask. Facial Mask for Large Pores, Oily Skin, and Dead Skin. 3.4 fl oz.",Skin Care,Face Masks,986391460,Pure Valley,ADVANCED CLINICALS,12.99,12.99,19,4.1,2022-03-20 03:01:11
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,Freeman Feeling Beautiful Facial Peel-Off Mask Cucumber 0.50 oz,Skin Care,Face Masks,138575669,Pharmapacks,Freeman,4.88,4.88,794,4.2,2022-03-20 03:01:11
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,24K Gold Collagen Facial Face Mask Moisture Anti Aging Remove Wrinkle Skin Care,Skin Care,Face Masks,358334361,WANGO,Unbrand,12.69,12.69,6,4.5,2022-03-20 03:01:11
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,"COSRX Ultimate Nourishing Rice Overnight Spa Face Mask, 2.02 Oz",Skin Care,Face Masks,882243426,BeautyPOP,Cosrx,15.98,15.98,20,4.8,2022-03-20 03:01:11
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,MULTANI MITTI CLAY ORGANIC FACE MASK FULLERS EARTH DETOX SKIN TREATMENT 1 OZ,Skin Care,Face Masks,439710608,H&B OILS CENTER Co.,H&B Oils Center,4.49,4.49,0,0.0,2022-03-20 03:01:11
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,"AZURE 24K Gold Metallic Firming Peel Off Face Mask - Exfoliates Blackheads, Dirt & Oils | Firms & Moisturizes | Reduces Wrinkles, Fine Lines & Acne Scar | -150mL",Skin Care,Face Masks,866401684,Azure Skincare,Azure Skincare,9.97,9.97,7,3.6,2022-03-20 03:01:11
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,"Hot and Cold Therapy Gel Bead Full Facial Mask by FOMI Care | Ice Face Mask for Migraine Headache, Stress Relief | Reduces Eye Puffiness, Dark Circles | Fabric Back | Freezable, Microwaveable",Skin Care,Face Masks,197836122,FOMI,Fomi,15.95,15.95,11,3.6,2022-03-20 03:01:11
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,"Yes To Cucumber Soothing Cooling Jelly Mask, 3 fl oz",Skin Care,Face Masks,532157572,Walmart.com,Yes To,12.98,12.98,2,4.0,2022-03-20 03:01:11
